date,text,platform,cleaned_text,tokenized,normalized,no_stopwords,stemmed,final_text,sentiment_score,sentiment
2025-05-06T10:44:39.000Z,"Ngukur result aj begini . Among all success metrics yg bisa diambil, se ga serius itu kah bikin program, seakan dangkan kajiannya.  - Uplift nilai rerata siswa krn siswa makin fokus dgn makanan bergizi, - Tinggi badan rerata anak naik krn konsumsi kalsium better",twitter,ngukur result aj begini  among all success metrics yg bisa diambil se ga serius itu kah bikin program seakan dangkan kajiannya   uplift nilai rerata siswa krn siswa makin fokus dgn makanan bergizi  tinggi badan rerata anak naik krn konsumsi kalsium better,"['ngukur', 'result', 'aj', 'begini', 'among', 'all', 'success', 'metrics', 'yg', 'bisa', 'diambil', 'se', 'ga', 'serius', 'itu', 'kah', 'bikin', 'program', 'seakan', 'dangkan', 'kajiannya', 'uplift', 'nilai', 'rerata', 'siswa', 'krn', 'siswa', 'makin', 'fokus', 'dgn', 'makanan', 'bergizi', 'tinggi', 'badan', 'rerata', 'anak', 'naik', 'krn', 'konsumsi', 'kalsium', 'better']","['ngukur', 'result', 'saja', 'begini', 'among', 'all', 'success', 'metrics', 'yang', 'bisa', 'diambil', 'se', 'tidak', 'serius', 'itu', 'kah', 'bikin', 'program', 'seakan', 'dangkan', 'kajiannya', 'uplift', 'nilai', 'rerata', 'siswa', 'karena', 'siswa', 'makin', 'fokus', 'dengan', 'makanan', 'bergizi', 'tinggi', 'badan', 'rerata', 'anak', 'naik', 'karena', 'konsumsi', 'kalsium', 'better']","['ngukur', 'result', 'among', 'all', 'success', 'metrics', 'diambil', 'serius', 'kah', 'bikin', 'program', 'seakan', 'dangkan', 'kajiannya', 'uplift', 'nilai', 'rerata', 'siswa', 'siswa', 'fokus', 'makanan', 'bergizi', 'badan', 'rerata', 'anak', 'konsumsi', 'kalsium', 'better']","['ngukur', 'result', 'among', 'all', 'success', 'metrics', 'ambil', 'serius', 'kah', 'bikin', 'program', 'akan', 'dang', 'kaji', 'uplift', 'nilai', 'rerata', 'siswa', 'siswa', 'fokus', 'makan', 'gizi', 'badan', 'rerata', 'anak', 'konsumsi', 'kalsium', 'better']",ngukur result among all success metrics ambil serius kah bikin program akan dang kaji uplift nilai rerata siswa siswa fokus makan gizi badan rerata anak konsumsi kalsium better,-5.0,Negatif
2025-05-06T01:53:23.000Z,allahuakbarrr,twitter,allahuakbarrr,['allahuakbarrr'],['allahuakbarrr'],['allahuakbarrr'],['allahuakbarrr'],allahuakbarrr,0.0,Netral
2025-05-06T06:51:14.000Z,lu sekolah gak sih wok,twitter,lu sekolah gak sih wok,"['lu', 'sekolah', 'gak', 'sih', 'wok']","['kamu', 'sekolah', 'tidak', 'sih', 'wok']","['sekolah', 'wok']","['sekolah', 'wok']",sekolah wok,3.0,Positif
2025-05-06T03:20:45.000Z,Org tua oon,twitter,org tua oon,"['org', 'tua', 'oon']","['orang', 'tua', 'oon']","['orang', 'tua', 'oon']","['orang', 'tua', 'oon']",orang tua oon,-9.0,Negatif
2025-05-06T04:15:52.000Z,aduh gatau lagi gua anjing bodoamat gua mau musingin skripsi gua aja,twitter,aduh gatau lagi gua anjing bodoamat gua mau musingin skripsi gua aja,"['aduh', 'gatau', 'lagi', 'gua', 'anjing', 'bodoamat', 'gua', 'mau', 'musingin', 'skripsi', 'gua', 'aja']","['aduh', 'enggak tau', 'lagi', 'saya', 'anjing', 'bodoamat', 'saya', 'mau', 'musingin', 'skripsi', 'saya', 'saja']","['aduh', 'enggak tau', 'anjing', 'bodoamat', 'musingin', 'skripsi']","['aduh', 'enggak', 'tau', 'anjing', 'bodoamat', 'musingin', 'skripsi']",aduh enggak tau anjing bodoamat musingin skripsi,-15.0,Negatif
2025-05-06T10:20:47.000Z,mek menurut gue u kudu jait mulut lu dah MONYEK (the least u could do is show some sympathy and try to hide the fact that u have a super enormous stupid dongo brain ANJIR),twitter,mek menurut gue u kudu jait mulut lu dah monyek the least u could do is show some sympathy and try to hide the fact that u have a super enormous stupid dongo brain anjir,"['mek', 'menurut', 'gue', 'u', 'kudu', 'jait', 'mulut', 'lu', 'dah', 'monyek', 'the', 'least', 'u', 'could', 'do', 'is', 'show', 'some', 'sympathy', 'and', 'try', 'to', 'hide', 'the', 'fact', 'that', 'u', 'have', 'a', 'super', 'enormous', 'stupid', 'dongo', 'brain', 'anjir']","['mek', 'menurut', 'gue', 'lu', 'kudu', 'jait', 'mulut', 'kamu', 'deh', 'monyek', 'the', 'least', 'lu', 'could', 'di', 'is', 'show', 'some', 'sympathy', 'and', 'try', 'tapi', 'hide', 'the', 'fact', 'that', 'lu', 'have', 'a', 'super', 'enormous', 'stupid', 'dongo', 'brain', 'anjir']","['mek', 'gue', 'lu', 'kudu', 'jait', 'mulut', 'monyek', 'the', 'least', 'lu', 'could', 'is', 'show', 'some', 'sympathy', 'and', 'try', 'hide', 'the', 'fact', 'that', 'lu', 'have', 'a', 'super', 'enormous', 'stupid', 'dongo', 'brain', 'anjir']","['mek', 'gue', 'lu', 'kudu', 'jait', 'mulut', 'monyek', 'the', 'least', 'lu', 'could', 'is', 'show', 'some', 'sympathy', 'and', 'try', 'hide', 'the', 'fact', 'that', 'lu', 'have', 'a', 'super', 'enormous', 'stupid', 'dongo', 'brain', 'anjir']",mek gue lu kudu jait mulut monyek the least lu could is show some sympathy and try hide the fact that lu have a super enormous stupid dongo brain anjir,-4.0,Negatif
2025-05-06T04:21:49.000Z,"@erlanggaaditya  @dpluzk  @bobyrch  dengan analogi yang sama; kalo yg demo 200ribu dan yg mati ditembak ada 14, berarti kesuksesan keamanan demo di angka 93% #zappppp",twitter,erlanggaaditya  dpluzk  bobyrch  dengan analogi yang sama kalo yg demo ribu dan yg mati ditembak ada  berarti kesuksesan keamanan demo di angka  zappppp,"['erlanggaaditya', 'dpluzk', 'bobyrch', 'dengan', 'analogi', 'yang', 'sama', 'kalo', 'yg', 'demo', 'ribu', 'dan', 'yg', 'mati', 'ditembak', 'ada', 'berarti', 'kesuksesan', 'keamanan', 'demo', 'di', 'angka', 'zappppp']","['erlanggaaditya', 'dpluzk', 'bobyrch', 'dengan', 'analogi', 'yang', 'sama', 'kalau', 'yang', 'demo', 'ribu', 'dan', 'yang', 'mati', 'ditembak', 'ada', 'berarti', 'kesuksesan', 'keamanan', 'demo', 'di', 'angka', 'zappppp']","['erlanggaaditya', 'dpluzk', 'bobyrch', 'analogi', 'demo', 'ribu', 'mati', 'ditembak', 'kesuksesan', 'keamanan', 'demo', 'angka', 'zappppp']","['erlanggaaditya', 'dpluzk', 'bobyrch', 'analogi', 'demo', 'ribu', 'mati', 'tembak', 'sukses', 'aman', 'demo', 'angka', 'zappppp']",erlanggaaditya dpluzk bobyrch analogi demo ribu mati tembak sukses aman demo angka zappppp,-13.0,Negatif
2025-05-05T17:36:35.000Z,program MBG (Makan BerGIZI Gratis)  *literally ada yg keracunan  SUKSES,twitter,program mbg makan bergizi gratis  literally ada yg keracunan  sukses,"['program', 'mbg', 'makan', 'bergizi', 'gratis', 'literally', 'ada', 'yg', 'keracunan', 'sukses']","['program', 'mbg', 'makan', 'bergizi', 'gratis', 'literally', 'ada', 'yang', 'keracunan', 'sukses']","['program', 'mbg', 'makan', 'bergizi', 'gratis', 'literally', 'keracunan', 'sukses']","['program', 'mbg', 'makan', 'gizi', 'gratis', 'literally', 'racun', 'sukses']",program mbg makan gizi gratis literally racun sukses,6.0,Positif
2025-05-06T14:58:24.000Z,mbg tuh targetnya semua sekolah apa gmn dah? perasan di daerah w gaada tuh mbg mbg ini,twitter,mbg tuh targetnya semua sekolah apa gmn dah perasan di daerah w gaada tuh mbg mbg ini,"['mbg', 'tuh', 'targetnya', 'semua', 'sekolah', 'apa', 'gmn', 'dah', 'perasan', 'di', 'daerah', 'w', 'gaada', 'tuh', 'mbg', 'mbg', 'ini']","['mbg', 'tuh', 'targetnya', 'semua', 'sekolah', 'apa', 'bagaimana', 'deh', 'perasan', 'di', 'daerah', 'gue', 'enggak ada', 'tuh', 'mbg', 'mbg', 'ini']","['mbg', 'tuh', 'targetnya', 'sekolah', 'perasan', 'daerah', 'gue', 'enggak ada', 'tuh', 'mbg', 'mbg']","['mbg', 'tuh', 'target', 'sekolah', 'peras', 'daerah', 'gue', 'enggak', 'ada', 'tuh', 'mbg', 'mbg']",mbg tuh target sekolah peras daerah gue enggak ada tuh mbg mbg,0.0,Netral
2025-05-05T18:19:11.000Z,doyot,twitter,doyot,['doyot'],['doyot'],['doyot'],['doyot'],doyot,0.0,Netral
2025-05-05T17:31:48.000Z,"!??!?!? mbg tu indikator kesuksesannya bergizi atau ga beracun deh? seenaknya anjing nyawa orang keracunan dibilang ""hanya"". koe nek tak cekoki mbg bosok ben gek cepet mati gelem ra su bajingan i gek mati kono cok sakdurunge adikku sek keracunan",twitter,mbg tu indikator kesuksesannya bergizi atau ga beracun deh seenaknya anjing nyawa orang keracunan dibilang hanya koe nek tak cekoki mbg bosok ben gek cepet mati gelem ra su bajingan i gek mati kono cok sakdurunge adikku sek keracunan,"['mbg', 'tu', 'indikator', 'kesuksesannya', 'bergizi', 'atau', 'ga', 'beracun', 'deh', 'seenaknya', 'anjing', 'nyawa', 'orang', 'keracunan', 'dibilang', 'hanya', 'koe', 'nek', 'tak', 'cekoki', 'mbg', 'bosok', 'ben', 'gek', 'cepet', 'mati', 'gelem', 'ra', 'su', 'bajingan', 'i', 'gek', 'mati', 'kono', 'cok', 'sakdurunge', 'adikku', 'sek', 'keracunan']","['mbg', 'itu', 'indikator', 'kesuksesannya', 'bergizi', 'atau', 'tidak', 'beracun', 'deh', 'seenaknya', 'anjing', 'nyawa', 'orang', 'keracunan', 'dibilang', 'hanya', 'koe', 'nek', 'tak', 'cekoki', 'mbg', 'bosok', 'ben', 'gek', 'cepat', 'mati', 'gelem', 'ra', 'su', 'bajingan', 'i', 'gek', 'mati', 'kono', 'cok', 'sakdurunge', 'adikku', 'sek', 'keracunan']","['mbg', 'indikator', 'kesuksesannya', 'bergizi', 'beracun', 'anjing', 'nyawa', 'orang', 'keracunan', 'dibilang', 'koe', 'nek', 'cekoki', 'mbg', 'bosok', 'ben', 'gek', 'cepat', 'mati', 'gelem', 'ra', 'su', 'bajingan', 'i', 'gek', 'mati', 'kono', 'cok', 'sakdurunge', 'adikku', 'sek', 'keracunan']","['mbg', 'indikator', 'sukses', 'gizi', 'racun', 'anjing', 'nyawa', 'orang', 'racun', 'bilang', 'koe', 'nek', 'cekok', 'mbg', 'bosok', 'ben', 'gek', 'cepat', 'mati', 'gelem', 'ra', 'su', 'bajing', 'i', 'gek', 'mati', 'kono', 'cok', 'sakdurunge', 'adik', 'sek', 'racun']",mbg indikator sukses gizi racun anjing nyawa orang racun bilang koe nek cekok mbg bosok ben gek cepat mati gelem ra su bajing i gek mati kono cok sakdurunge adik sek racun,-22.0,Negatif
2025-05-06T00:59:52.000Z,Kenapa jadi keberhasilannya dinilai dari berapa anak yg keracunan dah. Katanya program mu  mau nuntasin stunting. Ya Allah ngeri banget punya presiden model gini nih,twitter,kenapa jadi keberhasilannya dinilai dari berapa anak yg keracunan dah katanya program mu  mau nuntasin stunting ya allah ngeri banget punya presiden model gini nih,"['kenapa', 'jadi', 'keberhasilannya', 'dinilai', 'dari', 'berapa', 'anak', 'yg', 'keracunan', 'dah', 'katanya', 'program', 'mu', 'mau', 'nuntasin', 'stunting', 'ya', 'allah', 'ngeri', 'banget', 'punya', 'presiden', 'model', 'gini', 'nih']","['kenapa', 'jadi', 'keberhasilannya', 'dinilai', 'dari', 'berapa', 'anak', 'yang', 'keracunan', 'deh', 'katanya', 'program', 'mu', 'mau', 'nuntasin', 'stunting', 'ya', 'allah', 'ngeri', 'banget', 'punya', 'presiden', 'model', 'begini', 'nih']","['keberhasilannya', 'dinilai', 'anak', 'keracunan', 'program', 'nuntasin', 'stunting', 'allah', 'ngeri', 'banget', 'presiden', 'model', 'nih']","['hasil', 'nilai', 'anak', 'racun', 'program', 'nuntasin', 'stunting', 'allah', 'ngeri', 'banget', 'presiden', 'model', 'nih']",hasil nilai anak racun program nuntasin stunting allah ngeri banget presiden model nih,13.0,Positif
2025-05-06T15:57:24.000Z,@anindittoo,twitter,anindittoo,['anindittoo'],['anindittoo'],['anindittoo'],['anindittoo'],anindittoo,0.0,Netral
2025-05-05T15:44:07.000Z,Anjay nyawa manusia pakai statistik,twitter,anjay nyawa manusia pakai statistik,"['anjay', 'nyawa', 'manusia', 'pakai', 'statistik']","['anjay', 'nyawa', 'manusia', 'pakai', 'statistik']","['anjay', 'nyawa', 'manusia', 'pakai', 'statistik']","['anjay', 'nyawa', 'manusia', 'pakai', 'statistik']",anjay nyawa manusia pakai statistik,1.0,Positif
2025-05-06T08:27:40.000Z,A JOKEEEEE,twitter,a jokeeeee,"['a', 'jokeeeee']","['a', 'jokeeeee']","['a', 'jokeeeee']","['a', 'jokeeeee']",a jokeeeee,0.0,Netral
2025-05-05T18:08:32.000Z,don’t even know how to react,twitter,dont even know how to react,"['dont', 'even', 'know', 'how', 'to', 'react']","['dont', 'even', 'know', 'how', 'tapi', 'react']","['dont', 'even', 'know', 'how', 'react']","['dont', 'even', 'know', 'how', 'react']",dont even know how react,0.0,Netral
2025-05-06T06:30:19.000Z,Satu2nya yang menarik dari MBG cuma piringnya  s.shopee.co.id/8pZ0acc9aI,twitter,satunya yang menarik dari mbg cuma piringnya  sshopeecoidpzaccai,"['satunya', 'yang', 'menarik', 'dari', 'mbg', 'cuma', 'piringnya', 'sshopeecoidpzaccai']","['satunya', 'yang', 'menarik', 'dari', 'mbg', 'cuma', 'piringnya', 'sshopeecoidpzaccai']","['satunya', 'menarik', 'mbg', 'piringnya', 'sshopeecoidpzaccai']","['satu', 'tarik', 'mbg', 'piring', 'sshopeecoidpzaccai']",satu tarik mbg piring sshopeecoidpzaccai,1.0,Positif
2025-05-06T07:30:37.000Z,"pernyataan ga manusiawi dari seorang presiden, yang di otak cuma angka",twitter,pernyataan ga manusiawi dari seorang presiden yang di otak cuma angka,"['pernyataan', 'ga', 'manusiawi', 'dari', 'seorang', 'presiden', 'yang', 'di', 'otak', 'cuma', 'angka']","['pernyataan', 'tidak', 'manusiawi', 'dari', 'seorang', 'presiden', 'yang', 'di', 'otak', 'cuma', 'angka']","['pernyataan', 'manusiawi', 'presiden', 'otak', 'angka']","['nyata', 'manusiawi', 'presiden', 'otak', 'angka']",nyata manusiawi presiden otak angka,-2.0,Negatif
2025-05-05T21:44:48.000Z,Makan BERGIZI gratis. Harusnya target minimumnya bergizi ngga sih? Kalo ada yang keracunan kan itungannya dibawah target... gimana sih sistem evaluasinya...,twitter,makan bergizi gratis harusnya target minimumnya bergizi ngga sih kalo ada yang keracunan kan itungannya dibawah target gimana sih sistem evaluasinya,"['makan', 'bergizi', 'gratis', 'harusnya', 'target', 'minimumnya', 'bergizi', 'ngga', 'sih', 'kalo', 'ada', 'yang', 'keracunan', 'kan', 'itungannya', 'dibawah', 'target', 'gimana', 'sih', 'sistem', 'evaluasinya']","['makan', 'bergizi', 'gratis', 'harusnya', 'target', 'minimumnya', 'bergizi', 'enggak', 'sih', 'kalau', 'ada', 'yang', 'keracunan', 'kan', 'itungannya', 'dibawah', 'target', 'bagaimana', 'sih', 'sistem', 'evaluasinya']","['makan', 'bergizi', 'gratis', 'target', 'minimumnya', 'bergizi', 'keracunan', 'itungannya', 'dibawah', 'target', 'sistem', 'evaluasinya']","['makan', 'gizi', 'gratis', 'target', 'minimum', 'gizi', 'racun', 'itungannya', 'bawah', 'target', 'sistem', 'evaluasi']",makan gizi gratis target minimum gizi racun itungannya bawah target sistem evaluasi,-1.0,Negatif
2025-05-06T02:28:28.000Z,Sudah selayaknya doi beristitahat dengan tenang. Tpi kok ga segera yaahh ,twitter,sudah selayaknya doi beristitahat dengan tenang tpi kok ga segera yaahh,"['sudah', 'selayaknya', 'doi', 'beristitahat', 'dengan', 'tenang', 'tpi', 'kok', 'ga', 'segera', 'yaahh']","['sudah', 'selayaknya', 'doi', 'beristitahat', 'dengan', 'tenang', 'tapi', 'kok', 'tidak', 'segera', 'ya']","['selayaknya', 'doi', 'beristitahat', 'tenang']","['layak', 'doi', 'beristitahat', 'tenang']",layak doi beristitahat tenang,-9.0,Negatif
2025-05-06T03:04:23.000Z,Jadi metrics keberhaailannya adalah dari tingkat keracunan?! It is already forseen?? ‍,twitter,jadi metrics keberhaailannya adalah dari tingkat keracunan it is already forseen,"['jadi', 'metrics', 'keberhaailannya', 'adalah', 'dari', 'tingkat', 'keracunan', 'it', 'is', 'already', 'forseen']","['jadi', 'metrics', 'keberhaailannya', 'adalah', 'dari', 'tingkat', 'keracunan', 'itu', 'is', 'already', 'forseen']","['metrics', 'keberhaailannya', 'tingkat', 'keracunan', 'is', 'already', 'forseen']","['metrics', 'keberhaailannya', 'tingkat', 'racun', 'is', 'already', 'forseen']",metrics keberhaailannya tingkat racun is already forseen,1.0,Positif
2025-05-05T16:24:46.000Z,Mereka bukan tikus putih yg dijadikan bahan percobaan pakwowo RT,twitter,mereka bukan tikus putih yg dijadikan bahan percobaan pakwowo rt,"['mereka', 'bukan', 'tikus', 'putih', 'yg', 'dijadikan', 'bahan', 'percobaan', 'pakwowo', 'rt']","['mereka', 'bukan', 'tikus', 'putih', 'yang', 'dijadikan', 'bahan', 'percobaan', 'pakwowo', 'rt']","['tikus', 'putih', 'dijadikan', 'bahan', 'percobaan', 'pakwowo', 'rt']","['tikus', 'putih', 'jadi', 'bahan', 'coba', 'pakwowo', 'rt']",tikus putih jadi bahan coba pakwowo rt,-10.0,Negatif
2025-05-05T15:54:11.000Z,delulu final boss,twitter,delulu final boss,"['delulu', 'final', 'boss']","['delulu', 'final', 'bos']","['delulu', 'final', 'bos']","['delulu', 'final', 'bos']",delulu final bos,1.0,Positif
2025-05-06T00:10:55.000Z,kalo ada yg meninggal tetep kaya gini gak yaa ni orang,twitter,kalo ada yg meninggal tetep kaya gini gak yaa ni orang,"['kalo', 'ada', 'yg', 'meninggal', 'tetep', 'kaya', 'gini', 'gak', 'yaa', 'ni', 'orang']","['kalau', 'ada', 'yang', 'meninggal', 'tetap', 'kayak', 'begini', 'tidak', 'ya', 'nih', 'orang']","['meninggal', 'kayak', 'nih', 'orang']","['tinggal', 'kayak', 'nih', 'orang']",tinggal kayak nih orang,-6.0,Negatif
2025-05-06T03:07:21.000Z,"Memang masalah kontaminasi makanan sangat susah 100%, jepang aja yang saya pakai untuk benchmark pernah kejadian (tapi sangat jarang sekali). Yg saya minta pak  @prabowo  adalah transparasi penyedia dan dapur. Buat list alamat dan spek dapurnya. Pampang di website sendiri.",twitter,memang masalah kontaminasi makanan sangat susah  jepang aja yang saya pakai untuk benchmark pernah kejadian tapi sangat jarang sekali yg saya minta pak  prabowo  adalah transparasi penyedia dan dapur buat list alamat dan spek dapurnya pampang di website sendiri,"['memang', 'masalah', 'kontaminasi', 'makanan', 'sangat', 'susah', 'jepang', 'aja', 'yang', 'saya', 'pakai', 'untuk', 'benchmark', 'pernah', 'kejadian', 'tapi', 'sangat', 'jarang', 'sekali', 'yg', 'saya', 'minta', 'pak', 'prabowo', 'adalah', 'transparasi', 'penyedia', 'dan', 'dapur', 'buat', 'list', 'alamat', 'dan', 'spek', 'dapurnya', 'pampang', 'di', 'website', 'sendiri']","['memang', 'masalah', 'kontaminasi', 'makanan', 'sangat', 'susah', 'jepang', 'saja', 'yang', 'saya', 'pakai', 'untuk', 'benchmark', 'pernah', 'kejadian', 'tapi', 'sangat', 'jarang', 'sekali', 'yang', 'saya', 'meminta', 'pak', 'prabowo', 'adalah', 'transparasi', 'penyedia', 'dan', 'dapur', 'buat', 'list', 'alamat', 'dan', 'spek', 'dapurnya', 'pampang', 'di', 'website', 'sendiri']","['kontaminasi', 'makanan', 'susah', 'jepang', 'pakai', 'benchmark', 'kejadian', 'jarang', 'prabowo', 'transparasi', 'penyedia', 'dapur', 'list', 'alamat', 'spek', 'dapurnya', 'pampang', 'website']","['kontaminasi', 'makan', 'susah', 'jepang', 'pakai', 'benchmark', 'jadi', 'jarang', 'prabowo', 'transparasi', 'sedia', 'dapur', 'list', 'alamat', 'spek', 'dapur', 'pampang', 'website']",kontaminasi makan susah jepang pakai benchmark jadi jarang prabowo transparasi sedia dapur list alamat spek dapur pampang website,-8.0,Negatif
2025-05-05T18:22:13.000Z,Nih ndut fakta di lapangannya,twitter,nih ndut fakta di lapangannya,"['nih', 'ndut', 'fakta', 'di', 'lapangannya']","['nih', 'gendut', 'fakta', 'di', 'lapangannya']","['nih', 'gendut', 'fakta', 'lapangannya']","['nih', 'gendut', 'fakta', 'lapang']",nih gendut fakta lapang,-3.0,Negatif
2025-05-06T06:44:59.000Z,kalo mau sukses berarti jangan ada yang sakit tolol,twitter,kalo mau sukses berarti jangan ada yang sakit tolol,"['kalo', 'mau', 'sukses', 'berarti', 'jangan', 'ada', 'yang', 'sakit', 'tolol']","['kalau', 'mau', 'sukses', 'berarti', 'jangan', 'ada', 'yang', 'sakit', 'tolol']","['sukses', 'sakit', 'tolol']","['sukses', 'sakit', 'tolol']",sukses sakit tolol,-7.0,Negatif
2025-05-05T18:34:05.000Z,ngomul monyet,twitter,ngomul monyet,"['ngomul', 'monyet']","['ngomul', 'monyet']","['ngomul', 'monyet']","['ngomul', 'monyet']",ngomul monyet,-3.0,Negatif
2025-05-05T23:56:51.000Z,"Apalah daya, rakyat hanyalah angka",twitter,apalah daya rakyat hanyalah angka,"['apalah', 'daya', 'rakyat', 'hanyalah', 'angka']","['apalah', 'daya', 'rakyat', 'hanyalah', 'angka']","['apalah', 'daya', 'rakyat', 'angka']","['apa', 'daya', 'rakyat', 'angka']",apa daya rakyat angka,-3.0,Negatif
2025-05-05T15:45:40.000Z,bfffr,twitter,bfffr,['bfffr'],['bfffr'],['bfffr'],['bfffr'],bfffr,0.0,Netral
2025-05-05T15:38:17.000Z,INDONESIA CEMAS RILLL,twitter,indonesia cemas rilll,"['indonesia', 'cemas', 'rilll']","['indonesia', 'cemas', 'rilll']","['indonesia', 'cemas', 'rilll']","['indonesia', 'cemas', 'rilll']",indonesia cemas rilll,-3.0,Negatif
2025-05-05T17:51:33.000Z,makan BERGIZI gratis kesuksesannya dari yang ga keracunan? no way,twitter,makan bergizi gratis kesuksesannya dari yang ga keracunan no way,"['makan', 'bergizi', 'gratis', 'kesuksesannya', 'dari', 'yang', 'ga', 'keracunan', 'no', 'way']","['makan', 'bergizi', 'gratis', 'kesuksesannya', 'dari', 'yang', 'tidak', 'keracunan', 'no', 'way']","['makan', 'bergizi', 'gratis', 'kesuksesannya', 'keracunan', 'no', 'way']","['makan', 'gizi', 'gratis', 'sukses', 'racun', 'no', 'way']",makan gizi gratis sukses racun no way,6.0,Positif
2025-05-05T17:42:48.000Z,Keracunan dianggap sepele padahal taruhannya bisa nyawa. Bukannya dihentikan malah masih mikir persen keberhasilan. Gw hidup di negara apa si,twitter,keracunan dianggap sepele padahal taruhannya bisa nyawa bukannya dihentikan malah masih mikir persen keberhasilan gw hidup di negara apa si,"['keracunan', 'dianggap', 'sepele', 'padahal', 'taruhannya', 'bisa', 'nyawa', 'bukannya', 'dihentikan', 'malah', 'masih', 'mikir', 'persen', 'keberhasilan', 'gw', 'hidup', 'di', 'negara', 'apa', 'si']","['keracunan', 'dianggap', 'sepele', 'padahal', 'taruhannya', 'bisa', 'nyawa', 'bukannya', 'dihentikan', 'malah', 'masih', 'mikir', 'persen', 'keberhasilan', 'saya', 'hidup', 'di', 'negara', 'apa', 'sih']","['keracunan', 'dianggap', 'sepele', 'taruhannya', 'nyawa', 'dihentikan', 'mikir', 'persen', 'keberhasilan', 'hidup', 'negara']","['racun', 'anggap', 'sepele', 'taruh', 'nyawa', 'henti', 'mikir', 'persen', 'hasil', 'hidup', 'negara']",racun anggap sepele taruh nyawa henti mikir persen hasil hidup negara,-6.0,Negatif
2025-05-06T08:55:50.000Z,"Abis nonton Bullet Train Explosion, baca berita ini jd miris bgt. Di ""film"" itu ada critical moment yg mana harus pilih korbanin segelintir orang di kereta atau jutaan orang yg ada di kota. ""Petinggi""nya gamau klo sampe ada satupun korban, & akhirnya found the best way out.",twitter,abis nonton bullet train explosion baca berita ini jd miris bgt di film itu ada critical moment yg mana harus pilih korbanin segelintir orang di kereta atau jutaan orang yg ada di kota petingginya gamau klo sampe ada satupun korban  akhirnya found the best way out,"['abis', 'nonton', 'bullet', 'train', 'explosion', 'baca', 'berita', 'ini', 'jd', 'miris', 'bgt', 'di', 'film', 'itu', 'ada', 'critical', 'moment', 'yg', 'mana', 'harus', 'pilih', 'korbanin', 'segelintir', 'orang', 'di', 'kereta', 'atau', 'jutaan', 'orang', 'yg', 'ada', 'di', 'kota', 'petingginya', 'gamau', 'klo', 'sampe', 'ada', 'satupun', 'korban', 'akhirnya', 'found', 'the', 'best', 'way', 'out']","['habis', 'menonton', 'bullet', 'train', 'explosion', 'baca', 'berita', 'ini', 'jadi', 'miris', 'banget', 'di', 'film', 'itu', 'ada', 'critical', 'moment', 'yang', 'mana', 'harus', 'pilih', 'korbanin', 'segelintir', 'orang', 'di', 'kereta', 'atau', 'jutaan', 'orang', 'yang', 'ada', 'di', 'kota', 'petingginya', 'enggak mau', 'kalo', 'sampai', 'ada', 'satupun', 'korban', 'akhirnya', 'found', 'the', 'best', 'way', 'out']","['habis', 'menonton', 'bullet', 'train', 'explosion', 'baca', 'berita', 'miris', 'banget', 'film', 'critical', 'moment', 'pilih', 'korbanin', 'segelintir', 'orang', 'kereta', 'jutaan', 'orang', 'kota', 'petingginya', 'enggak mau', 'kalo', 'satupun', 'korban', 'found', 'the', 'best', 'way', 'out']","['habis', 'tonton', 'bullet', 'train', 'explosion', 'baca', 'berita', 'miris', 'banget', 'film', 'critical', 'moment', 'pilih', 'korbanin', 'gelintir', 'orang', 'kereta', 'juta', 'orang', 'kota', 'petinggi', 'enggak', 'mau', 'kalo', 'satu', 'korban', 'found', 'the', 'best', 'way', 'out']",habis tonton bullet train explosion baca berita miris banget film critical moment pilih korbanin gelintir orang kereta juta orang kota petinggi enggak mau kalo satu korban found the best way out,-26.0,Negatif
2025-05-05T16:32:02.000Z,bebal anying,twitter,bebal anying,"['bebal', 'anying']","['bebal', 'anying']","['bebal', 'anying']","['bebal', 'anying']",bebal anying,-3.0,Negatif
2025-05-06T04:04:46.000Z,Marcus rashford is better than him,twitter,marcus rashford is better than him,"['marcus', 'rashford', 'is', 'better', 'than', 'him']","['marcus', 'rashford', 'is', 'better', 'tahan', 'him']","['marcus', 'rashford', 'is', 'better', 'tahan', 'him']","['marcus', 'rashford', 'is', 'better', 'tahan', 'him']",marcus rashford is better tahan him,-3.0,Negatif
2025-05-06T00:15:18.000Z,"Astagfirullah :""",twitter,astagfirullah,['astagfirullah'],['astagfirullah'],['astagfirullah'],['astagfirullah'],astagfirullah,-4.0,Negatif
